Sr No,US_Yes,P(Y),Bins,,,n,850,0.202863962,,,
682,0,0.42998092,9,,,,,,,,
683,0,0.429638087,9,,,,,,,,
684,1,0.429519462,9,,,,,,,,
685,0,0.42941393,9,,,,,,,,
686,1,0.429282238,9,,,,,,,,
687,1,0.429163638,9,,,,,,,,
688,1,0.429058127,9,,,,,,,,
689,1,0.428676241,9,,,,,,,,
690,0,0.428465286,9,,,,,,,,
691,0,0.428083532,9,,,,,,,,
692,1,0.427978088,9,,,,,,,,
693,1,0.42787265,9,,,,,,,,
694,1,0.427280221,9,,,,,,,,
695,1,0.427135627,9,,,,,,,,
696,0,0.426924864,9,,,,,,,,
697,1,0.426924864,9,,,,,,,,
698,0,0.426924864,9,,,,,,,,
699,1,0.426911799,9,,,,,,,,
700,1,0.426806428,9,,,,,,,,
701,0,0.425596426,9,,,,,,,,
702,0,0.423205176,9,,,,,,,,
703,0,0.423205176,9,,,,,,,,
704,0,0.421931889,9,,,,,,,,
705,0,0.421839866,9,,,,,,,,
706,1,0.421800795,9,,,,,,,,
707,1,0.421603749,9,,,,,,,,
708,0,0.421367667,9,,,,,,,,
709,0,0.421223603,9,,,,,,,,
710,1,0.421105586,9,,,,,,,,
711,0,0.420751592,9,,,,,,,,
712,0,0.420751592,9,,,,,,,,
713,0,0.420541666,9,,,,,,,,
714,0,0.42051564,9,,,,,,,,
715,1,0.42051564,9,,,,,,,,
716,0,0.419925921,9,,,,,,,,
717,1,0.419821011,9,,,,,,,,
718,0,0.419716109,9,,,,,,,,
719,0,0.419703103,9,,,,,,,,
720,1,0.419362436,9,,,,,,,,
721,0,0.419113699,9,,,,,,,,
722,1,0.418982847,9,,,,,,,,
723,1,0.418642342,9,,,,,,,,
724,1,0.418642342,9,,,,,,,,
725,1,0.418393725,9,,,,,,,,
726,0,0.417451615,9,,,,,,,,
727,1,0.416889064,9,,,,,,,,
728,0,0.416418415,9,,,,,,,,
729,0,0.415817347,9,,,,,,,,
730,0,0.415569209,9,,,,,,,,
731,1,0.415569209,9,,,,,,,,
732,0,0.415229496,9,,,,,,,,
733,1,0.414876901,9,,,,,,,,
734,0,0.414524393,9,,,,,,,,
735,0,0.414302394,9,,,,,,,,
736,0,0.414171972,9,,,,,,,,
737,0,0.414171972,9,,,,,,,,
738,1,0.414146059,9,,,,,,,,
739,1,0.413832593,9,,,,,,,,
740,1,0.413597751,9,,,,,,,,
741,1,0.413337051,9,,,,,,,,
742,1,0.413232614,9,,,,,,,,
743,0,0.411694573,9,,,,,,,,
744,1,0.411485956,9,,,,,,,,
745,1,0.411460093,9,,,,,,,,
746,1,0.411460093,9,,,,,,,,
747,0,0.410314138,9,,,,,,,,
748,0,0.410171174,9,,,,,,,,
749,0,0.409702781,9,,,,,,,,
750,0,0.409702781,9,,,,,,,,
751,1,0.409598621,9,,,,,,,,
752,1,0.409260372,9,,,,,,,,
753,0,0.409143338,9,,,,,,,,
754,0,0.409026314,9,,,,,,,,
755,1,0.408792298,9,,,,,,,,
756,0,0.408662401,9,,,,,,,,
757,0,0.408324389,9,,,,,,,,
758,0,0.407856647,9,,,,,,,,
759,0,0.407493056,9,,,,,,,,
760,1,0.407129567,9,,,,,,,,
761,1,0.406791951,9,,,,,,,,
762,1,0.406662252,9,,,,,,,,
763,0,0.40654545,9,,,,,,,,
764,1,0.406428658,9,,,,,,,,
765,1,0.406428658,9,,,,,,,,
766,1,0.40633764,10,,,,,,,,
767,1,0.405870612,10,,,,,,,,
768,0,0.405753882,10,,,,,,,,
769,0,0.405753882,10,,,,,,,,
770,0,0.40515752,10,,,,,,,,
771,1,0.405027987,10,,,,,,,,
772,0,0.404574302,10,,,,,,,,
773,1,0.404470553,10,,,,,,,,
774,1,0.403978496,10,,,,,,,,
775,0,0.403408675,10,,,,,,,,
776,1,0.403292172,10,,,,,,,,
777,1,0.40282627,10,,,,,,,,
778,0,0.401416786,10,,,,,,,,
779,0,0.400731889,10,,,,,,,,
780,1,0.400499402,10,,,,,,,,
781,0,0.400370355,10,,,,,,,,
782,1,0.40026696,10,,,,,,,,
783,0,0.399931196,10,,,,,,,,
784,1,0.399931196,10,,,,,,,,
785,0,0.39980221,10,,,,,,,,
786,1,0.39980221,10,,,,,,,,
787,0,0.399092618,10,,,,,,,,
788,1,0.398537882,10,,,,,,,,
789,0,0.397957817,10,,,,,,,,
790,1,0.397493972,10,,,,,,,,
791,0,0.397493972,10,,,,,,,,
792,0,0.397481183,10,,,,,,,,
793,0,0.396785769,10,,,,,,,,
794,1,0.39632239,10,,,,,,,,
795,1,0.395974978,10,,,,,,,,
796,1,0.395871969,10,,,,,,,,
797,0,0.395511926,10,,,,,,,,
798,0,0.395511926,10,,,,,,,,
799,0,0.395383427,10,,,,,,,,
800,0,0.394702036,10,,,,,,,,
801,0,0.39321223,10,,,,,,,,
802,0,0.393083992,10,,,,,,,,
803,0,0.393083992,10,,,,,,,,
804,0,0.39286577,10,,,,,,,,
805,0,0.392519419,10,,,,,,,,
806,1,0.392403992,10,,,,,,,,
807,1,0.392032329,10,,,,,,,,
808,1,0.390789287,10,,,,,,,,
809,0,0.390443588,10,,,,,,,,
810,0,0.389842264,10,,,,,,,,
811,1,0.38927936,10,,,,,,,,
812,0,0.388486717,10,,,,,,,,
813,0,0.388116394,10,,,,,,,,
814,0,0.388116394,10,,,,,,,,
815,0,0.387911846,10,,,,,,,,
816,0,0.38779691,10,,,,,,,,
817,0,0.387452175,10,,,,,,,,
818,1,0.386533433,10,,,,,,,,
819,1,0.384112959,10,,,,,,,,
820,1,0.383998441,10,,,,,,,,
821,0,0.3834008,10,,,,,,,,
822,1,0.380695672,10,,,,,,,,
823,1,0.380353328,10,,,,,,,,
824,0,0.38023924,10,,,,,,,,
825,1,0.380125165,10,,,,,,,,
826,0,0.379175329,10,,,,,,,,
827,0,0.379086516,10,,,,,,,,
828,0,0.378643397,10,,,,,,,,
829,0,0.378643397,10,,,,,,,,
830,1,0.377618881,10,,,,,,,,
831,0,0.37682279,10,,,,,,,,
832,1,0.37625456,10,,,,,,,,
833,0,0.375548087,10,,,,,,,,
834,1,0.374778758,10,,,,,,,,
835,0,0.372953092,10,,,,,,,,
836,0,0.37239969,10,,,,,,,,
837,1,0.371608033,10,,,,,,,,
838,0,0.370139641,10,,,,,,,,
839,0,0.370014339,10,,,,,,,,
840,0,0.36518763,10,,,,,,,,
841,0,0.364402402,10,,,,,,,,
842,0,0.364290285,10,,,,,,,,
843,0,0.364290285,10,,,,,,,,
844,0,0.363269548,10,,,,,,,,
845,0,0.36047484,10,,,,,,,,
846,1,0.358926197,10,,,,,,,,
847,0,0.355702309,10,,,,,,,,
848,0,0.355036918,10,,,,,,,,
849,0,0.346207277,10,,,,,,,,
850,0,0.345781188,10,,,,,,,,
